status,upload_date,size_kb,identity_name_guess,live_profiles_with_this_identity_name,live_scenarios_with_this_identity,template_scenarios_with_this_identity,s3_key,url,gsheet_preview
orphan,2025-11-09 22:49:20,437,successful entrepenuer,,,,media/7529f098-ea69-4a98-99c8-5cd0c24719b6/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7529f098-ea69-4a98-99c8-5cd0c24719b6/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7529f098-ea69-4a98-99c8-5cd0c24719b6/successful_entrepenuer.jpg"")"
orphan,2025-11-09 22:49:21,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/2f1b4975-026e-40cd-a036-706d1eadf6af/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2f1b4975-026e-40cd-a036-706d1eadf6af/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2f1b4975-026e-40cd-a036-706d1eadf6af/creator.jpg"")"
orphan,2025-11-09 22:49:22,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/f6e5cc1c-71b9-4718-9a38-1d4c39cded71/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/f6e5cc1c-71b9-4718-9a38-1d4c39cded71/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/f6e5cc1c-71b9-4718-9a38-1d4c39cded71/adventurer.jpg"")"
orphan,2025-11-09 22:49:22,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/9b0b7b5e-1330-4ca8-876e-3005f87a2e85/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9b0b7b5e-1330-4ca8-876e-3005f87a2e85/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9b0b7b5e-1330-4ca8-876e-3005f87a2e85/elegant_icon.jpg"")"
orphan,2025-11-09 22:49:23,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/6732970f-be2a-4ba3-ba60-b44ddab2ba17/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/6732970f-be2a-4ba3-ba60-b44ddab2ba17/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/6732970f-be2a-4ba3-ba60-b44ddab2ba17/acrobat.jpg"")"
orphan,2025-11-09 22:49:24,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/028758e9-58be-4f0f-bd76-1b803c2b988f/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/028758e9-58be-4f0f-bd76-1b803c2b988f/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/028758e9-58be-4f0f-bd76-1b803c2b988f/empowered_mother.jpg"")"
orphan,2025-11-09 22:49:24,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/c900085d-a366-4f7c-8bbd-0e667fec0463/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c900085d-a366-4f7c-8bbd-0e667fec0463/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c900085d-a366-4f7c-8bbd-0e667fec0463/princess_wife.jpg"")"
orphan,2025-11-09 22:49:25,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/019ccb0a-11b5-4977-97a3-a7567e0bea23/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/019ccb0a-11b5-4977-97a3-a7567e0bea23/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/019ccb0a-11b5-4977-97a3-a7567e0bea23/captain_of_my_life.jpg"")"
orphan,2025-11-09 22:49:30,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/7c3cb0e2-3a20-4129-8315-5b453e3e5186/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7c3cb0e2-3a20-4129-8315-5b453e3e5186/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7c3cb0e2-3a20-4129-8315-5b453e3e5186/magical_healer.jpg"")"
orphan,2025-11-09 22:49:30,437,successful entrepenuer,,,,media/d4e83553-e31e-48bd-aa49-4073859324c7/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d4e83553-e31e-48bd-aa49-4073859324c7/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d4e83553-e31e-48bd-aa49-4073859324c7/successful_entrepenuer.jpg"")"
orphan,2025-11-09 22:49:31,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/fc79a8f3-48dd-4a72-bc9b-4eab05e84f56/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/fc79a8f3-48dd-4a72-bc9b-4eab05e84f56/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/fc79a8f3-48dd-4a72-bc9b-4eab05e84f56/power_banker.jpg"")"
orphan,2025-11-09 22:49:32,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/6db67d69-b5e7-4a74-ac22-feebccf7507e/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/6db67d69-b5e7-4a74-ac22-feebccf7507e/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/6db67d69-b5e7-4a74-ac22-feebccf7507e/creator.jpg"")"
orphan,2025-11-09 22:49:32,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/d31632d9-ce27-48e2-abb5-4b536264e288/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d31632d9-ce27-48e2-abb5-4b536264e288/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d31632d9-ce27-48e2-abb5-4b536264e288/elegant_icon.jpg"")"
orphan,2025-11-09 22:49:33,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/6e1753f8-d9ca-4823-89ae-fd805f9dd082/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/6e1753f8-d9ca-4823-89ae-fd805f9dd082/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/6e1753f8-d9ca-4823-89ae-fd805f9dd082/acrobat.jpg"")"
orphan,2025-11-09 22:49:33,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/e13967db-4925-458a-a5b3-74b1816b30d2/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e13967db-4925-458a-a5b3-74b1816b30d2/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e13967db-4925-458a-a5b3-74b1816b30d2/adventurer.jpg"")"
orphan,2025-11-09 22:49:34,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/233c6324-65e6-456e-ac10-8b5a121a93ab/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/233c6324-65e6-456e-ac10-8b5a121a93ab/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/233c6324-65e6-456e-ac10-8b5a121a93ab/princess_wife.jpg"")"
orphan,2025-11-09 22:49:35,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/b53a9138-1b18-428c-bdc5-087fd3f4f0ee/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b53a9138-1b18-428c-bdc5-087fd3f4f0ee/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b53a9138-1b18-428c-bdc5-087fd3f4f0ee/captain_of_my_life.jpg"")"
orphan,2025-11-09 22:49:35,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/38eb2a5a-79e6-4919-960d-4df0d1a5bf30/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/38eb2a5a-79e6-4919-960d-4df0d1a5bf30/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/38eb2a5a-79e6-4919-960d-4df0d1a5bf30/empowered_mother.jpg"")"
orphan,2025-11-09 22:55:00,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/c6925e7d-a46f-47a2-a2e8-f0f8b976deda/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c6925e7d-a46f-47a2-a2e8-f0f8b976deda/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c6925e7d-a46f-47a2-a2e8-f0f8b976deda/magical_healer.jpg"")"
orphan,2025-11-09 22:55:01,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/0355f8eb-c875-4ce3-8adb-25c9d18b8a70/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/0355f8eb-c875-4ce3-8adb-25c9d18b8a70/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/0355f8eb-c875-4ce3-8adb-25c9d18b8a70/power_banker.jpg"")"
orphan,2025-11-09 22:55:01,437,successful entrepenuer,,,,media/dd315bff-c506-4103-9bf7-7b1df730b283/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/dd315bff-c506-4103-9bf7-7b1df730b283/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/dd315bff-c506-4103-9bf7-7b1df730b283/successful_entrepenuer.jpg"")"
orphan,2025-11-09 22:55:02,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/0d692c66-cc3b-4a2c-ac67-45a58b5a6b26/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/0d692c66-cc3b-4a2c-ac67-45a58b5a6b26/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/0d692c66-cc3b-4a2c-ac67-45a58b5a6b26/creator.jpg"")"
orphan,2025-11-09 22:55:03,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/ada2f094-423f-4386-b328-95fb06722673/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ada2f094-423f-4386-b328-95fb06722673/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ada2f094-423f-4386-b328-95fb06722673/adventurer.jpg"")"
orphan,2025-11-09 22:55:03,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/7f1a7a16-f5c1-43cc-b564-13a433779236/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7f1a7a16-f5c1-43cc-b564-13a433779236/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7f1a7a16-f5c1-43cc-b564-13a433779236/elegant_icon.jpg"")"
orphan,2025-11-09 22:55:04,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/5cb8c3a5-5111-4c49-b59d-078343ac85b5/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/5cb8c3a5-5111-4c49-b59d-078343ac85b5/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/5cb8c3a5-5111-4c49-b59d-078343ac85b5/acrobat.jpg"")"
orphan,2025-11-09 22:55:05,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/b44a085d-f9a4-4a74-b3ab-83af5eeb4beb/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b44a085d-f9a4-4a74-b3ab-83af5eeb4beb/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b44a085d-f9a4-4a74-b3ab-83af5eeb4beb/princess_wife.jpg"")"
orphan,2025-11-09 22:55:06,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/be04aafd-e75e-4372-9a7c-979e27ab892b/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/be04aafd-e75e-4372-9a7c-979e27ab892b/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/be04aafd-e75e-4372-9a7c-979e27ab892b/captain_of_my_life.jpg"")"
orphan,2025-11-09 22:55:06,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/f2276e04-a3f3-4027-8df3-f2649edc5524/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/f2276e04-a3f3-4027-8df3-f2649edc5524/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/f2276e04-a3f3-4027-8df3-f2649edc5524/empowered_mother.jpg"")"
orphan,2025-11-09 22:55:10,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/deb22ae4-d07d-435c-a350-e89e96f3b977/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/deb22ae4-d07d-435c-a350-e89e96f3b977/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/deb22ae4-d07d-435c-a350-e89e96f3b977/magical_healer.jpg"")"
orphan,2025-11-09 22:55:11,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/40732d5c-9c1e-4169-a1cd-7ccb304dc335/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/40732d5c-9c1e-4169-a1cd-7ccb304dc335/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/40732d5c-9c1e-4169-a1cd-7ccb304dc335/power_banker.jpg"")"
orphan,2025-11-09 22:55:11,437,successful entrepenuer,,,,media/3117ccdc-d4c2-494f-9506-90f33863e750/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3117ccdc-d4c2-494f-9506-90f33863e750/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3117ccdc-d4c2-494f-9506-90f33863e750/successful_entrepenuer.jpg"")"
orphan,2025-11-09 22:55:12,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/c9931851-20c6-4031-83fc-f91be844baf2/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c9931851-20c6-4031-83fc-f91be844baf2/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c9931851-20c6-4031-83fc-f91be844baf2/creator.jpg"")"
